m,TagName,
"2016-11-01 00:00:00","javascript","20474"
"2016-11-01 00:00:00","perl","368"
"2016-11-01 00:00:00","php","11897"
"2016-11-01 00:00:00","python","14160"
"2016-11-01 00:00:00","r","3557"
"2016-11-01 00:00:00","ruby","1754"
"2016-11-01 00:00:00","swift","4358"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2792"
"2016-12-01 00:00:00","c#","10669"
"2016-12-01 00:00:00","c++","5214"
"2016-12-01 00:00:00","delphi","253"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13817"
"2016-12-01 00:00:00","javascript","19757"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11429"
"2016-12-01 00:00:00","python","13015"
"2016-12-01 00:00:00","r","3149"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3923"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2754"
"2017-01-01 00:00:00","c#","11677"
"2017-01-01 00:00:00","c++","5641"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14535"
"2017-01-01 00:00:00","javascript","21366"
"2017-01-01 00:00:00","perl","325"
"2017-01-01 00:00:00","php","12566"
"2017-01-01 00:00:00","python","14239"
"2017-01-01 00:00:00","r","3485"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4330"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11467"
"2017-02-01 00:00:00","c++","5160"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","551"
"2017-02-01 00:00:00","java","14531"
"2017-02-01 00:00:00","javascript","21162"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12443"
"2017-02-01 00:00:00","python","14749"
"2017-02-01 00:00:00","r","3673"
"2017-02-01 00:00:00","ruby","1622"
"2017-02-01 00:00:00","swift","4047"
"2017-03-01 00:00:00","assembly","370"
"2017-03-01 00:00:00","c","2960"
"2017-03-01 00:00:00","c#","12972"
"2017-03-01 00:00:00","c++","6212"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17281"
"2017-03-01 00:00:00","javascript","23660"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13972"
"2017-03-01 00:00:00","python","17101"
"2017-03-01 00:00:00","r","4600"
"2017-03-01 00:00:00","ruby","1790"
"2017-03-01 00:00:00","swift","4604"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2849"
"2017-04-01 00:00:00","c#","11074"
"2017-04-01 00:00:00","c++","5865"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15899"
"2017-04-01 00:00:00","javascript","21197"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12337"
"2017-04-01 00:00:00","python","15618"
"2017-04-01 00:00:00","r","4260"
"2017-04-01 00:00:00","ruby","1486"
"2017-04-01 00:00:00","swift","3906"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","c#","11963"
"2017-05-01 00:00:00","c++","5291"
"2017-05-01 00:00:00","delphi","317"
"2017-05-01 00:00:00","go","583"
"2017-05-01 00:00:00","java","16305"
"2017-05-01 00:00:00","javascript","22358"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","12988"
"2017-05-01 00:00:00","python","16154"
"2017-05-01 00:00:00","r","4312"
"2017-05-01 00:00:00","ruby","1518"
"2017-05-01 00:00:00","swift","4087"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2345"
"2017-06-01 00:00:00","c#","11286"
"2017-06-01 00:00:00","c++","4671"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14594"
"2017-06-01 00:00:00","javascript","21542"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11688"
"2017-06-01 00:00:00","python","15982"
"2017-06-01 00:00:00","r","4442"
"2017-06-01 00:00:00","ruby","1415"
"2017-06-01 00:00:00","swift","4189"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2039"
"2017-07-01 00:00:00","c#","11187"
"2017-07-01 00:00:00","c++","5007"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14094"
"2017-07-01 00:00:00","javascript","21570"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11699"
"2017-07-01 00:00:00","python","16880"
"2017-07-01 00:00:00","r","4575"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4341"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2038"
"2017-08-01 00:00:00","c#","10937"
"2017-08-01 00:00:00","c++","4779"
"2017-08-01 00:00:00","delphi","291"
"2017-08-01 00:00:00","go","606"
"2017-08-01 00:00:00","java","13735"
"2017-08-01 00:00:00","javascript","21301"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11579"
"2017-08-01 00:00:00","python","16455"
"2017-08-01 00:00:00","r","4561"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4171"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2097"
"2017-09-01 00:00:00","c#","9858"
"2017-09-01 00:00:00","c++","4460"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","543"
"2017-09-01 00:00:00","java","12729"
"2017-09-01 00:00:00","javascript","18948"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10637"
"2017-09-01 00:00:00","python","15425"
"2017-09-01 00:00:00","r","4219"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3754"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2772"
"2017-10-01 00:00:00","c#","10210"
"2017-10-01 00:00:00","c++","5209"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13975"
"2017-10-01 00:00:00","javascript","19812"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10777"
"2017-10-01 00:00:00","python","16921"
"2017-10-01 00:00:00","r","4540"
"2017-10-01 00:00:00","ruby","1297"
"2017-10-01 00:00:00","swift","3888"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2947"
"2017-11-01 00:00:00","c#","9770"
"2017-11-01 00:00:00","c++","5027"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14151"
"2017-11-01 00:00:00","javascript","19371"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","php","10546"
"2017-11-01 00:00:00","python","16933"
"2017-11-01 00:00:00","r","4501"
"2017-11-01 00:00:00","ruby","1174"
"2017-11-01 00:00:00","swift","3662"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2191"
"2017-12-01 00:00:00","c#","8579"
"2017-12-01 00:00:00","c++","4451"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","522"
"2017-12-01 00:00:00","java","11958"
"2017-12-01 00:00:00","javascript","16925"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9080"
"2017-12-01 00:00:00","python","14895"
"2017-12-01 00:00:00","r","3713"
"2017-12-01 00:00:00","ruby","1016"
"2017-12-01 00:00:00","swift","3196"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","c","2210"
"2018-01-01 00:00:00","c#","9355"
"2018-01-01 00:00:00","c++","4741"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","541"
"2018-01-01 00:00:00","java","12323"
"2018-01-01 00:00:00","javascript","18861"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10055"
"2018-01-01 00:00:00","python","16207"
"2018-01-01 00:00:00","r","4197"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3735"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2140"
"2018-02-01 00:00:00","c#","8565"
"2018-02-01 00:00:00","c++","4565"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12009"
"2018-02-01 00:00:00","javascript","17192"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9079"
"2018-02-01 00:00:00","python","16276"
"2018-02-01 00:00:00","r","4498"
"2018-02-01 00:00:00","ruby","1030"
"2018-02-01 00:00:00","swift","3399"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2459"
"2018-03-01 00:00:00","c#","9772"
"2018-03-01 00:00:00","c++","5172"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13536"
"2018-03-01 00:00:00","javascript","19111"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9775"
"2018-03-01 00:00:00","python","17872"
"2018-03-01 00:00:00","r","5101"
"2018-03-01 00:00:00","ruby","1060"
"2018-03-01 00:00:00","swift","4038"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2182"
"2018-04-01 00:00:00","c#","9221"
"2018-04-01 00:00:00","c++","4657"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13458"
"2018-04-01 00:00:00","javascript","17920"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8898"
"2018-04-01 00:00:00","python","16937"
"2018-04-01 00:00:00","r","4728"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","swift","3561"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","c","2366"
"2018-05-01 00:00:00","c#","9904"
"2018-05-01 00:00:00","c++","4678"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","java","13438"
"2018-05-01 00:00:00","javascript","18034"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9400"
"2018-05-01 00:00:00","python","17541"
"2018-05-01 00:00:00","r","4729"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3611"
"2018-06-01 00:00:00","assembly","205"
"2018-06-01 00:00:00","c","1830"
"2018-06-01 00:00:00","c#","8773"
"2018-06-01 00:00:00","c++","4085"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","673"
"2018-06-01 00:00:00","java","11764"
"2018-06-01 00:00:00","javascript","17157"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8401"
"2018-06-01 00:00:00","python","16774"
"2018-06-01 00:00:00","r","4479"
"2018-06-01 00:00:00","ruby","990"
"2018-06-01 00:00:00","swift","3134"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1597"
"2018-07-01 00:00:00","c#","9385"
"2018-07-01 00:00:00","c++","3906"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","687"
"2018-07-01 00:00:00","java","11721"
"2018-07-01 00:00:00","javascript","17790"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8516"
"2018-07-01 00:00:00","python","17910"
"2018-07-01 00:00:00","r","4404"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3661"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1673"
"2018-08-01 00:00:00","c#","9463"
"2018-08-01 00:00:00","c++","3900"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","java","11279"
"2018-08-01 00:00:00","javascript","17825"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8450"
"2018-08-01 00:00:00","python","17712"
"2018-08-01 00:00:00","r","4100"
"2018-08-01 00:00:00","ruby","875"
"2018-08-01 00:00:00","swift","3562"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1829"
"2018-09-01 00:00:00","c#","8344"
"2018-09-01 00:00:00","c++","3734"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","671"
"2018-09-01 00:00:00","java","10692"
"2018-09-01 00:00:00","javascript","15974"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7630"
"2018-09-01 00:00:00","python","15995"
"2018-09-01 00:00:00","r","3749"
"2018-09-01 00:00:00","ruby","775"
"2018-09-01 00:00:00","swift","3133"
"2018-10-01 00:00:00","assembly","320"
"2018-10-01 00:00:00","c","2441"
"2018-10-01 00:00:00","c#","9321"
"2018-10-01 00:00:00","c++","4296"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","790"
"2018-10-01 00:00:00","java","12472"
"2018-10-01 00:00:00","javascript","17372"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8110"
"2018-10-01 00:00:00","python","18117"
"2018-10-01 00:00:00","r","4352"
"2018-10-01 00:00:00","ruby","895"
"2018-10-01 00:00:00","swift","3262"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2515"
"2018-11-01 00:00:00","c#","8451"
"2018-11-01 00:00:00","c++","4333"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11667"
"2018-11-01 00:00:00","javascript","16144"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7046"
"2018-11-01 00:00:00","python","17981"
"2018-11-01 00:00:00","r","4220"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2974"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2187"
"2018-12-01 00:00:00","c#","7527"
"2018-12-01 00:00:00","c++","3547"
"2018-12-01 00:00:00","delphi","174"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10418"
"2018-12-01 00:00:00","javascript","14230"
"2018-12-01 00:00:00","perl","218"
"2018-12-01 00:00:00","php","6183"
"2018-12-01 00:00:00","python","15693"
"2018-12-01 00:00:00","r","3397"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2776"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2275"
"2019-01-01 00:00:00","c#","8723"
"2019-01-01 00:00:00","c++","3900"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","652"
"2019-01-01 00:00:00","java","10996"
"2019-01-01 00:00:00","javascript","15991"
"2019-01-01 00:00:00","perl","262"
"2019-01-01 00:00:00","php","7139"
"2019-01-01 00:00:00","python","16913"
"2019-01-01 00:00:00","r","3939"
"2019-01-01 00:00:00","ruby","916"
"2019-01-01 00:00:00","swift","2897"
"2019-02-01 00:00:00","assembly","224"
"2019-02-01 00:00:00","c","2049"
"2019-02-01 00:00:00","c#","8327"
"2019-02-01 00:00:00","c++","3723"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","625"
"2019-02-01 00:00:00","java","10964"
"2019-02-01 00:00:00","javascript","15648"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7230"
"2019-02-01 00:00:00","python","17496"
"2019-02-01 00:00:00","r","4240"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2670"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2374"
"2019-03-01 00:00:00","c#","8939"
"2019-03-01 00:00:00","c++","4416"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","721"
"2019-03-01 00:00:00","java","12003"
"2019-03-01 00:00:00","javascript","17288"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7733"
"2019-03-01 00:00:00","python","19851"
"2019-03-01 00:00:00","r","4486"
"2019-03-01 00:00:00","ruby","841"
"2019-03-01 00:00:00","swift","2940"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2423"
"2019-04-01 00:00:00","c#","9087"
"2019-04-01 00:00:00","c++","4366"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","648"
"2019-04-01 00:00:00","java","11136"
"2019-04-01 00:00:00","javascript","16124"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7125"
"2019-04-01 00:00:00","python","19784"
"2019-04-01 00:00:00","r","4593"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3061"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2086"
"2019-05-01 00:00:00","c#","8999"
"2019-05-01 00:00:00","c++","4118"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","672"
"2019-05-01 00:00:00","java","11047"
"2019-05-01 00:00:00","javascript","16096"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6909"
"2019-05-01 00:00:00","python","18868"
"2019-05-01 00:00:00","r","4292"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3095"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7581"
"2019-06-01 00:00:00","c++","3635"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","525"
"2019-06-01 00:00:00","java","9604"
"2019-06-01 00:00:00","javascript","14766"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5970"
"2019-06-01 00:00:00","python","17180"
"2019-06-01 00:00:00","r","3940"
"2019-06-01 00:00:00","ruby","702"
"2019-06-01 00:00:00","swift","3079"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1747"
"2019-07-01 00:00:00","c#","8421"
"2019-07-01 00:00:00","c++","4259"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10802"
"2019-07-01 00:00:00","javascript","16094"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6621"
"2019-07-01 00:00:00","python","19703"
"2019-07-01 00:00:00","r","4195"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3029"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1546"
"2019-08-01 00:00:00","c#","7686"
"2019-08-01 00:00:00","c++","3281"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","629"
"2019-08-01 00:00:00","java","9057"
"2019-08-01 00:00:00","javascript","15174"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5785"
"2019-08-01 00:00:00","python","17992"
"2019-08-01 00:00:00","r","3948"
"2019-08-01 00:00:00","ruby","777"
"2019-08-01 00:00:00","swift","2526"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2000"
"2019-09-01 00:00:00","c#","7823"
"2019-09-01 00:00:00","c++","3771"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","616"
"2019-09-01 00:00:00","java","9632"
"2019-09-01 00:00:00","javascript","14821"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5527"
"2019-09-01 00:00:00","python","16843"
"2019-09-01 00:00:00","r","3934"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2547"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2471"
"2019-10-01 00:00:00","c#","8394"
"2019-10-01 00:00:00","c++","4826"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","632"
"2019-10-01 00:00:00","java","11169"
"2019-10-01 00:00:00","javascript","15932"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6013"
"2019-10-01 00:00:00","python","20391"
"2019-10-01 00:00:00","r","4378"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3091"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2503"
"2019-11-01 00:00:00","c#","7999"
"2019-11-01 00:00:00","c++","4715"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","603"
"2019-11-01 00:00:00","java","10286"
"2019-11-01 00:00:00","javascript","15702"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6062"
"2019-11-01 00:00:00","python","20538"
"2019-11-01 00:00:00","r","4279"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2856"
"2019-12-01 00:00:00","assembly","247"
"2019-12-01 00:00:00","c","2139"
"2019-12-01 00:00:00","c#","7185"
"2019-12-01 00:00:00","c++","4183"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","612"
"2019-12-01 00:00:00","java","8984"
"2019-12-01 00:00:00","javascript","14268"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5207"
"2019-12-01 00:00:00","python","18051"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2651"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2046"
"2020-01-01 00:00:00","c#","7771"
"2020-01-01 00:00:00","c++","4214"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","647"
"2020-01-01 00:00:00","java","9912"
"2020-01-01 00:00:00","javascript","15972"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5874"
"2020-01-01 00:00:00","python","19911"
"2020-01-01 00:00:00","r","4136"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2889"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","c","1975"
"2020-02-01 00:00:00","c#","7685"
"2020-02-01 00:00:00","c++","4066"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","660"
"2020-02-01 00:00:00","java","10005"
"2020-02-01 00:00:00","javascript","15696"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5635"
"2020-02-01 00:00:00","python","19973"
"2020-02-01 00:00:00","r","4669"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2753"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2475"
"2020-03-01 00:00:00","c#","7763"
"2020-03-01 00:00:00","c++","4633"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","652"
"2020-03-01 00:00:00","java","11029"
"2020-03-01 00:00:00","javascript","17511"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5634"
"2020-03-01 00:00:00","python","22594"
"2020-03-01 00:00:00","r","5115"
"2020-03-01 00:00:00","ruby","710"
"2020-03-01 00:00:00","swift","2905"
"2020-04-01 00:00:00","assembly","378"
"2020-04-01 00:00:00","c","3245"
"2020-04-01 00:00:00","c#","8556"
"2020-04-01 00:00:00","c++","6195"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","794"
"2020-04-01 00:00:00","java","12566"
"2020-04-01 00:00:00","javascript","20829"
"2020-04-01 00:00:00","perl","219"
"2020-04-01 00:00:00","php","6580"
"2020-04-01 00:00:00","python","27544"
"2020-04-01 00:00:00","r","6166"
"2020-04-01 00:00:00","ruby","766"
"2020-04-01 00:00:00","swift","3436"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3358"
"2020-05-01 00:00:00","c#","8567"
"2020-05-01 00:00:00","c++","6383"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","750"
"2020-05-01 00:00:00","java","11983"
"2020-05-01 00:00:00","javascript","21430"
"2020-05-01 00:00:00","perl","212"
"2020-05-01 00:00:00","php","6492"
"2020-05-01 00:00:00","python","29360"
"2020-05-01 00:00:00","r","6006"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3506"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2582"
"2020-06-01 00:00:00","c#","7883"
"2020-06-01 00:00:00","c++","5609"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","706"
"2020-06-01 00:00:00","java","10795"
"2020-06-01 00:00:00","javascript","19752"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5907"
"2020-06-01 00:00:00","python","27044"
"2020-06-01 00:00:00","r","5431"
"2020-06-01 00:00:00","ruby","612"
"2020-06-01 00:00:00","swift","3149"
"2020-07-01 00:00:00","assembly","271"
"2020-07-01 00:00:00","c","2091"
"2020-07-01 00:00:00","c#","7793"
"2020-07-01 00:00:00","c++","5155"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","640"
"2020-07-01 00:00:00","java","10420"
"2020-07-01 00:00:00","javascript","19829"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5919"
"2020-07-01 00:00:00","python","26227"
"2020-07-01 00:00:00","r","4934"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","swift","2980"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1890"
"2020-08-01 00:00:00","c#","7047"
"2020-08-01 00:00:00","c++","4766"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","705"
"2020-08-01 00:00:00","java","9283"
"2020-08-01 00:00:00","javascript","17978"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4969"
"2020-08-01 00:00:00","python","22969"
"2020-08-01 00:00:00","r","4492"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2672"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2144"
"2020-09-01 00:00:00","c#","6442"
"2020-09-01 00:00:00","c++","3908"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8914"
"2020-09-01 00:00:00","javascript","16731"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4759"
"2020-09-01 00:00:00","python","21681"
"2020-09-01 00:00:00","r","4751"
"2020-09-01 00:00:00","ruby","513"
"2020-09-01 00:00:00","swift","2549"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2364"
"2020-10-01 00:00:00","c#","6176"
"2020-10-01 00:00:00","c++","4317"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8909"
"2020-10-01 00:00:00","javascript","16376"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4565"
"2020-10-01 00:00:00","python","22742"
"2020-10-01 00:00:00","r","5065"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2311"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","c","2688"
"2020-11-01 00:00:00","c#","5968"
"2020-11-01 00:00:00","c++","4307"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","524"
"2020-11-01 00:00:00","java","8452"
"2020-11-01 00:00:00","javascript","15473"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4596"
"2020-11-01 00:00:00","python","22095"
"2020-11-01 00:00:00","r","4802"
"2020-11-01 00:00:00","ruby","500"
"2020-11-01 00:00:00","swift","2156"
"2020-12-01 00:00:00","assembly","299"
"2020-12-01 00:00:00","c","2637"
